,(년-월-일:시),PM10등급,PM10,PM2.5등급,PM2.5,오존등급,오존,이산화질소등급,이산화질소,일산화탄소등급,일산화탄소,아황산가스등급,아황산가스
719,2021-04-15:16,보통,59.0,보통,28.0,보통,0.066,좋음,0.026,좋음,0.4,좋음,0.004
720,2021-04-15:15,보통,55.0,보통,26.0,보통,0.053,좋음,0.024,좋음,0.4,좋음,0.004
721,2021-04-15:14,보통,54.0,보통,27.0,보통,0.047,좋음,0.026,좋음,0.4,좋음,0.003
722,2021-04-15:13,보통,64.0,보통,35.0,보통,0.04,보통,0.033,좋음,0.5,좋음,0.003
723,2021-04-15:12,보통,59.0,보통,33.0,보통,0.04,보통,0.031,좋음,0.5,좋음,0.004
724,2021-04-15:11,보통,61.0,보통,31.0,보통,0.038,보통,0.032,좋음,0.5,좋음,0.003
725,2021-04-15:10,보통,55.0,보통,30.0,보통,0.032,보통,0.033,좋음,0.5,좋음,0.003
726,2021-04-15:09,보통,57.0,보통,35.0,좋음,0.026,보통,0.037,좋음,0.5,좋음,0.003
727,2021-04-15:08,보통,53.0,보통,32.0,좋음,0.027,보통,0.035,좋음,0.4,좋음,0.003
728,2021-04-15:07,보통,53.0,보통,31.0,좋음,0.016,보통,0.04,좋음,0.4,좋음,0.002
729,2021-04-15:06,보통,46.0,보통,26.0,좋음,0.028,좋음,0.025,좋음,0.4,좋음,0.003
730,2021-04-15:05,보통,48.0,보통,26.0,보통,0.034,좋음,0.02,좋음,0.4,좋음,0.002
731,2021-04-15:04,보통,43.0,보통,22.0,보통,0.037,좋음,0.017,좋음,0.4,좋음,0.002
732,2021-04-15:03,보통,42.0,보통,24.0,보통,0.037,좋음,0.018,좋음,0.4,좋음,0.002
733,2021-04-15:02,보통,39.0,보통,19.0,보통,0.042,좋음,0.017,좋음,0.4,좋음,0.003
734,2021-04-15:01,보통,41.0,보통,19.0,보통,0.042,좋음,0.018,좋음,0.4,좋음,0.002
735,2021-04-14:24,보통,37.0,보통,19.0,보통,0.039,좋음,0.021,좋음,0.4,좋음,0.002
736,2021-04-14:23,보통,39.0,보통,21.0,보통,0.034,좋음,0.025,좋음,0.4,좋음,0.003
737,2021-04-14:22,보통,39.0,보통,20.0,보통,0.038,좋음,0.025,좋음,0.4,좋음,0.003
738,2021-04-14:21,보통,40.0,보통,20.0,보통,0.037,좋음,0.026,좋음,0.4,좋음,0.002
739,2021-04-14:20,보통,37.0,보통,17.0,보통,0.039,좋음,0.027,좋음,0.4,좋음,0.003
740,2021-04-14:19,보통,36.0,보통,16.0,보통,0.043,좋음,0.021,좋음,0.3,좋음,0.002
741,2021-04-14:18,보통,33.0,좋음,14.0,보통,0.047,좋음,0.019,좋음,0.3,좋음,0.003
742,2021-04-14:17,보통,34.0,좋음,15.0,보통,0.047,좋음,0.017,좋음,0.3,좋음,0.003
743,2021-04-14:16,보통,32.0,좋음,13.0,보통,0.046,좋음,0.016,좋음,0.3,좋음,0.003
744,2021-04-14:15,보통,32.0,보통,16.0,보통,0.048,좋음,0.012,좋음,0.3,좋음,0.003
745,2021-04-14:14,보통,32.0,좋음,14.0,보통,0.045,좋음,0.012,좋음,0.3,좋음,0.003
746,2021-04-14:13,보통,35.0,좋음,14.0,보통,0.041,좋음,0.014,좋음,0.3,좋음,0.003
747,2021-04-14:12,좋음,23.0,좋음,12.0,보통,0.034,좋음,0.017,좋음,0.3,좋음,0.002
748,2021-04-14:11,좋음,27.0,좋음,13.0,좋음,0.026,좋음,0.021,좋음,0.4,좋음,0.003
749,2021-04-14:10,좋음,20.0,좋음,8.0,좋음,0.03,좋음,0.014,좋음,0.3,좋음,0.002
750,2021-04-14:09,좋음,24.0,좋음,15.0,보통,0.031,좋음,0.013,좋음,0.3,좋음,0.003
751,2021-04-14:08,좋음,23.0,좋음,13.0,좋음,0.024,좋음,0.019,좋음,0.4,좋음,0.002
752,2021-04-14:07,좋음,27.0,좋음,15.0,좋음,0.025,좋음,0.018,좋음,0.3,좋음,0.002
753,2021-04-14:06,좋음,23.0,좋음,14.0,좋음,0.026,좋음,0.015,좋음,0.3,좋음,0.002
754,2021-04-14:05,좋음,26.0,좋음,15.0,좋음,0.028,좋음,0.013,좋음,0.3,좋음,0.002
755,2021-04-14:04,좋음,24.0,좋음,15.0,좋음,0.03,좋음,0.013,좋음,0.3,좋음,0.002
756,2021-04-14:03,좋음,27.0,보통,20.0,보통,0.033,좋음,0.011,좋음,0.3,좋음,0.002
757,2021-04-14:02,좋음,24.0,보통,16.0,보통,0.034,좋음,0.01,좋음,0.3,좋음,0.002
758,2021-04-14:01,좋음,27.0,보통,16.0,보통,0.034,좋음,0.011,좋음,0.3,좋음,0.002
759,2021-04-13:24,좋음,23.0,좋음,14.0,보통,0.036,좋음,0.01,좋음,0.3,좋음,0.003
760,2021-04-13:23,좋음,21.0,좋음,13.0,보통,0.036,좋음,0.01,좋음,0.3,좋음,0.002
761,2021-04-13:22,좋음,19.0,좋음,10.0,보통,0.035,좋음,0.012,좋음,0.3,좋음,0.002
762,2021-04-13:21,좋음,22.0,좋음,13.0,보통,0.033,좋음,0.015,좋음,0.3,좋음,0.002
763,2021-04-13:20,좋음,20.0,좋음,11.0,보통,0.035,좋음,0.014,좋음,0.3,좋음,0.002
764,2021-04-13:19,좋음,24.0,좋음,15.0,보통,0.033,좋음,0.016,좋음,0.3,좋음,0.002
765,2021-04-13:18,좋음,21.0,좋음,11.0,보통,0.035,좋음,0.013,좋음,0.3,좋음,0.002
766,2021-04-13:17,좋음,21.0,좋음,10.0,보통,0.036,좋음,0.012,좋음,0.3,좋음,0.002
767,2021-04-13:16,좋음,20.0,좋음,9.0,보통,0.036,좋음,0.011,좋음,0.3,좋음,0.002
768,2021-04-13:15,좋음,22.0,좋음,9.0,보통,0.035,좋음,0.011,좋음,0.3,좋음,0.002
769,2021-04-13:14,좋음,22.0,좋음,11.0,보통,0.036,좋음,0.009,좋음,0.3,좋음,0.002
770,2021-04-13:13,좋음,22.0,좋음,13.0,보통,0.037,좋음,0.011,좋음,0.4,좋음,0.002
771,2021-04-13:12,좋음,22.0,좋음,14.0,보통,0.036,좋음,0.012,좋음,0.4,좋음,0.003
772,2021-04-13:11,좋음,20.0,좋음,11.0,보통,0.04,좋음,0.015,좋음,0.4,좋음,0.003
773,2021-04-13:10,좋음,12.0,좋음,7.0,보통,0.044,좋음,0.013,좋음,0.4,좋음,0.002
774,2021-04-13:09,좋음,14.0,좋음,7.0,보통,0.043,좋음,0.012,좋음,0.4,좋음,0.002
775,2021-04-13:08,좋음,6.0,좋음,3.0,보통,0.033,좋음,0.018,좋음,0.4,좋음,0.002
776,2021-04-13:07,좋음,10.0,좋음,4.0,좋음,0.029,좋음,0.014,좋음,0.3,좋음,0.003
777,2021-04-13:06,좋음,4.0,좋음,3.0,좋음,0.022,좋음,0.017,좋음,0.3,좋음,0.002
778,2021-04-13:05,좋음,3.0,좋음,3.0,좋음,0.027,좋음,0.012,좋음,0.3,좋음,0.002
779,2021-04-13:04,좋음,3.0,좋음,2.0,좋음,0.03,좋음,0.01,좋음,0.3,좋음,0.002
780,2021-04-13:03,좋음,5.0,좋음,2.0,보통,0.032,좋음,0.01,좋음,0.3,좋음,0.002
781,2021-04-13:02,좋음,5.0,좋음,3.0,보통,0.035,좋음,0.008,좋음,0.3,좋음,0.002
782,2021-04-13:01,좋음,11.0,좋음,6.0,좋음,0.022,좋음,0.018,좋음,0.3,좋음,0.002
783,2021-04-12:24,좋음,9.0,좋음,5.0,좋음,0.014,좋음,0.029,좋음,0.4,좋음,0.002
784,2021-04-12:23,좋음,13.0,좋음,9.0,좋음,0.017,좋음,0.027,좋음,0.4,좋음,0.002
785,2021-04-12:22,좋음,15.0,좋음,10.0,좋음,0.017,좋음,0.029,좋음,0.4,좋음,0.003
786,2021-04-12:21,좋음,24.0,보통,17.0,좋음,0.017,보통,0.032,좋음,0.4,좋음,0.002
787,2021-04-12:20,좋음,25.0,보통,17.0,좋음,0.016,보통,0.037,좋음,0.5,좋음,0.002
788,2021-04-12:19,좋음,24.0,보통,17.0,좋음,0.021,보통,0.035,좋음,0.5,좋음,0.002
789,2021-04-12:18,좋음,20.0,좋음,13.0,좋음,0.027,보통,0.032,좋음,0.4,좋음,0.002
790,2021-04-12:17,보통,31.0,보통,17.0,좋음,0.027,보통,0.033,좋음,0.4,좋음,0.003
791,2021-04-12:16,보통,36.0,보통,17.0,보통,0.032,좋음,0.03,좋음,0.4,좋음,0.003
792,2021-04-12:15,보통,36.0,보통,20.0,좋음,0.028,보통,0.036,좋음,0.4,좋음,0.002
793,2021-04-12:14,보통,35.0,보통,16.0,보통,0.041,좋음,0.024,좋음,0.4,좋음,0.002
794,2021-04-12:13,보통,39.0,보통,21.0,보통,0.041,좋음,0.025,좋음,0.4,좋음,0.002
795,2021-04-12:12,보통,40.0,보통,17.0,보통,0.035,보통,0.034,좋음,0.4,좋음,0.002
796,2021-04-12:11,보통,56.0,보통,29.0,좋음,0.026,보통,0.043,좋음,0.5,좋음,0.004
797,2021-04-12:10,보통,58.0,보통,30.0,좋음,0.023,보통,0.045,좋음,0.5,좋음,0.003
798,2021-04-12:09,보통,67.0,나쁨,36.0,좋음,0.017,보통,0.051,좋음,0.5,좋음,0.003
799,2021-04-12:08,보통,63.0,나쁨,36.0,좋음,0.019,보통,0.048,좋음,0.5,좋음,0.003
800,2021-04-12:07,보통,67.0,나쁨,38.0,좋음,0.013,보통,0.053,좋음,0.5,좋음,0.003
801,2021-04-12:06,보통,60.0,보통,34.0,좋음,0.009,보통,0.053,좋음,0.6,좋음,0.003
802,2021-04-12:05,보통,58.0,보통,32.0,좋음,0.016,보통,0.041,좋음,0.5,좋음,0.003
803,2021-04-12:04,보통,54.0,보통,28.0,좋음,0.023,보통,0.032,좋음,0.5,좋음,0.003
804,2021-04-12:03,보통,56.0,보통,30.0,좋음,0.016,보통,0.043,좋음,0.6,좋음,0.003
805,2021-04-12:02,보통,54.0,보통,29.0,좋음,0.01,보통,0.055,좋음,0.6,좋음,0.003
806,2021-04-12:01,보통,55.0,보통,31.0,좋음,0.004,나쁨,0.066,좋음,0.6,좋음,0.003
807,2021-04-11:24,보통,54.0,보통,28.0,좋음,0.01,나쁨,0.061,좋음,0.6,좋음,0.003
808,2021-04-11:23,보통,57.0,보통,31.0,좋음,0.028,보통,0.043,좋음,0.5,좋음,0.002
809,2021-04-11:22,보통,50.0,보통,26.0,보통,0.04,보통,0.033,좋음,0.5,좋음,0.003
810,2021-04-11:21,보통,52.0,보통,26.0,보통,0.055,좋음,0.02,좋음,0.4,좋음,0.003
811,2021-04-11:20,보통,52.0,보통,23.0,보통,0.062,좋음,0.014,좋음,0.4,좋음,0.003
812,2021-04-11:19,보통,66.0,나쁨,36.0,보통,0.065,좋음,0.018,좋음,0.4,좋음,0.003
813,2021-04-11:18,보통,65.0,보통,34.0,보통,0.07,좋음,0.018,좋음,0.4,좋음,0.003
814,2021-04-11:17,보통,68.0,보통,35.0,보통,0.068,좋음,0.02,좋음,0.4,좋음,0.003
815,2021-04-11:16,보통,54.0,보통,28.0,보통,0.069,좋음,0.017,좋음,0.4,좋음,0.003
816,2021-04-11:15,보통,61.0,보통,32.0,보통,0.063,좋음,0.019,좋음,0.4,좋음,0.003
817,2021-04-11:14,보통,58.0,보통,28.0,보통,0.054,좋음,0.024,좋음,0.4,좋음,0.003
818,2021-04-11:13,보통,55.0,보통,25.0,보통,0.05,좋음,0.022,좋음,0.4,좋음,0.003
819,2021-04-11:12,보통,42.0,보통,21.0,보통,0.047,좋음,0.02,좋음,0.4,좋음,0.003
820,2021-04-11:11,보통,50.0,보통,30.0,보통,0.04,좋음,0.028,좋음,0.4,좋음,0.003
821,2021-04-11:10,보통,40.0,보통,23.0,보통,0.04,좋음,0.022,좋음,0.4,좋음,0.003
822,2021-04-11:09,보통,53.0,보통,26.0,좋음,0.03,좋음,0.028,좋음,0.4,좋음,0.003
823,2021-04-11:08,보통,43.0,보통,23.0,좋음,0.012,보통,0.043,좋음,0.5,좋음,0.003
824,2021-04-11:07,보통,37.0,보통,22.0,좋음,0.019,보통,0.032,좋음,0.5,좋음,0.002
825,2021-04-11:06,보통,34.0,보통,20.0,좋음,0.026,좋음,0.023,좋음,0.4,좋음,0.002
826,2021-04-11:05,보통,38.0,보통,22.0,좋음,0.03,좋음,0.02,좋음,0.4,좋음,0.002
827,2021-04-11:04,보통,36.0,보통,21.0,좋음,0.028,좋음,0.021,좋음,0.4,좋음,0.003
828,2021-04-11:03,보통,39.0,보통,21.0,좋음,0.027,좋음,0.026,좋음,0.4,좋음,0.003
829,2021-04-11:02,보통,36.0,보통,20.0,좋음,0.03,좋음,0.025,좋음,0.4,좋음,0.002
830,2021-04-11:01,보통,43.0,보통,22.0,좋음,0.029,좋음,0.029,좋음,0.4,좋음,0.002
831,2021-04-10:24,보통,41.0,보통,21.0,보통,0.033,좋음,0.029,좋음,0.4,좋음,0.002
832,2021-04-10:23,보통,45.0,보통,22.0,보통,0.034,좋음,0.028,좋음,0.4,좋음,0.003
833,2021-04-10:22,보통,42.0,보통,20.0,보통,0.039,좋음,0.023,좋음,0.4,좋음,0.002
834,2021-04-10:21,보통,45.0,보통,21.0,보통,0.045,좋음,0.021,좋음,0.4,좋음,0.003
835,2021-04-10:20,보통,39.0,보통,20.0,보통,0.048,좋음,0.024,좋음,0.4,좋음,0.003
836,2021-04-10:19,보통,44.0,보통,23.0,보통,0.052,좋음,0.022,좋음,0.4,좋음,0.003
837,2021-04-10:18,보통,46.0,보통,24.0,보통,0.06,좋음,0.02,좋음,0.4,좋음,0.004
838,2021-04-10:17,보통,60.0,보통,34.0,보통,0.064,좋음,0.02,좋음,0.4,좋음,0.004
839,2021-04-10:16,보통,57.0,보통,33.0,보통,0.07,좋음,0.021,좋음,0.4,좋음,0.004
840,2021-04-10:15,보통,54.0,보통,29.0,보통,0.066,좋음,0.019,좋음,0.4,좋음,0.003
841,2021-04-10:14,보통,43.0,보통,23.0,보통,0.056,좋음,0.018,좋음,0.4,좋음,0.003
842,2021-04-10:13,보통,41.0,보통,23.0,보통,0.047,좋음,0.019,좋음,0.4,좋음,0.003
843,2021-04-10:12,보통,35.0,보통,19.0,보통,0.038,좋음,0.023,좋음,0.3,좋음,0.003
844,2021-04-10:11,보통,36.0,보통,17.0,보통,0.035,좋음,0.023,좋음,0.4,좋음,0.003
845,2021-04-10:10,좋음,29.0,좋음,14.0,보통,0.032,좋음,0.025,좋음,0.4,좋음,0.003
846,2021-04-10:09,보통,36.0,보통,16.0,좋음,0.029,좋음,0.026,좋음,0.4,좋음,0.003
847,2021-04-10:08,좋음,29.0,보통,16.0,좋음,0.029,좋음,0.025,좋음,0.3,좋음,0.002
848,2021-04-10:07,좋음,27.0,좋음,15.0,좋음,0.026,좋음,0.026,좋음,0.3,좋음,0.003
849,2021-04-10:06,좋음,25.0,좋음,15.0,보통,0.031,좋음,0.021,좋음,0.3,좋음,0.002
850,2021-04-10:05,좋음,25.0,보통,16.0,보통,0.035,좋음,0.016,좋음,0.3,좋음,0.002
851,2021-04-10:04,좋음,23.0,좋음,14.0,보통,0.038,좋음,0.012,좋음,0.3,좋음,0.002
852,2021-04-10:03,좋음,24.0,좋음,15.0,보통,0.039,좋음,0.01,좋음,0.3,좋음,0.002
853,2021-04-10:02,좋음,24.0,좋음,14.0,보통,0.038,좋음,0.012,좋음,0.3,좋음,0.002
854,2021-04-10:01,좋음,28.0,보통,17.0,보통,0.036,좋음,0.015,좋음,0.3,좋음,0.002
855,2021-04-09:24,좋음,29.0,좋음,14.0,좋음,0.029,좋음,0.024,좋음,0.3,좋음,0.002
856,2021-04-09:23,보통,36.0,보통,18.0,보통,0.032,좋음,0.021,좋음,0.3,좋음,0.002
857,2021-04-09:22,보통,38.0,보통,18.0,보통,0.031,좋음,0.027,좋음,0.4,좋음,0.002
858,2021-04-09:21,보통,39.0,보통,18.0,보통,0.044,좋음,0.015,좋음,0.3,좋음,0.003
859,2021-04-09:20,보통,39.0,보통,19.0,보통,0.039,좋음,0.027,좋음,0.4,좋음,0.003
860,2021-04-09:19,보통,42.0,보통,23.0,보통,0.054,좋음,0.017,좋음,0.3,좋음,0.002
861,2021-04-09:18,보통,39.0,보통,20.0,보통,0.059,좋음,0.015,좋음,0.3,좋음,0.003
862,2021-04-09:17,보통,36.0,보통,19.0,보통,0.056,좋음,0.016,좋음,0.3,좋음,0.002
863,2021-04-09:16,보통,34.0,보통,16.0,보통,0.055,좋음,0.015,좋음,0.3,좋음,0.002
864,2021-04-09:15,보통,38.0,보통,19.0,보통,0.052,좋음,0.017,좋음,0.3,좋음,0.002
865,2021-04-09:14,보통,32.0,보통,17.0,보통,0.049,좋음,0.015,좋음,0.3,좋음,0.003
866,2021-04-09:13,보통,35.0,보통,16.0,보통,0.049,좋음,0.011,좋음,0.3,좋음,0.003
867,2021-04-09:12,좋음,29.0,좋음,14.0,보통,0.046,좋음,0.013,좋음,0.3,좋음,0.003
868,2021-04-09:11,보통,33.0,좋음,15.0,보통,0.041,좋음,0.015,좋음,0.3,좋음,0.002
869,2021-04-09:10,좋음,28.0,좋음,11.0,보통,0.039,좋음,0.017,좋음,0.3,좋음,0.002
870,2021-04-09:09,보통,42.0,보통,19.0,보통,0.035,좋음,0.022,좋음,0.3,좋음,0.003
871,2021-04-09:08,보통,40.0,보통,17.0,좋음,0.03,좋음,0.027,좋음,0.4,좋음,0.002
872,2021-04-09:07,보통,44.0,보통,21.0,좋음,0.028,좋음,0.027,좋음,0.4,좋음,0.003
873,2021-04-09:06,보통,42.0,보통,21.0,보통,0.033,좋음,0.02,좋음,0.4,좋음,0.003
874,2021-04-09:05,보통,40.0,보통,21.0,보통,0.036,좋음,0.018,좋음,0.4,좋음,0.003
875,2021-04-09:04,보통,38.0,보통,21.0,좋음,0.025,좋음,0.025,좋음,0.4,좋음,0.003
876,2021-04-09:03,보통,40.0,보통,21.0,보통,0.036,좋음,0.018,좋음,0.4,좋음,0.003
877,2021-04-09:02,보통,37.0,보통,20.0,보통,0.038,좋음,0.017,좋음,0.4,좋음,0.003
878,2021-04-09:01,보통,38.0,보통,19.0,보통,0.038,좋음,0.02,좋음,0.4,좋음,0.003
879,2021-04-08:24,보통,38.0,보통,19.0,보통,0.041,좋음,0.017,좋음,0.4,좋음,0.003
880,2021-04-08:23,보통,39.0,보통,20.0,보통,0.044,좋음,0.015,좋음,0.4,좋음,0.003
881,2021-04-08:22,좋음,28.0,좋음,13.0,보통,0.042,좋음,0.015,좋음,0.3,좋음,0.003
882,2021-04-08:21,좋음,30.0,좋음,8.0,보통,0.04,좋음,0.013,좋음,0.3,좋음,0.003
883,2021-04-08:20,보통,35.0,좋음,12.0,보통,0.041,좋음,0.012,좋음,0.3,좋음,0.002
884,2021-04-08:19,보통,39.0,보통,17.0,보통,0.046,좋음,0.011,좋음,0.3,좋음,0.003
885,2021-04-08:18,보통,33.0,좋음,11.0,보통,0.048,좋음,0.009,좋음,0.3,좋음,0.003
886,2021-04-08:17,좋음,30.0,좋음,11.0,보통,0.047,좋음,0.01,좋음,0.3,좋음,0.002
887,2021-04-08:16,좋음,29.0,좋음,11.0,보통,0.048,좋음,0.01,좋음,0.3,좋음,0.002
888,2021-04-08:15,보통,32.0,좋음,15.0,보통,0.051,좋음,0.01,좋음,0.3,좋음,0.002
889,2021-04-08:14,보통,31.0,좋음,13.0,보통,0.052,좋음,0.008,좋음,0.3,좋음,0.002
890,2021-04-08:13,보통,41.0,보통,21.0,보통,0.054,좋음,0.01,좋음,0.3,좋음,0.003
891,2021-04-08:12,보통,38.0,보통,18.0,보통,0.043,좋음,0.017,좋음,0.3,좋음,0.003
892,2021-04-08:11,보통,37.0,보통,16.0,보통,0.04,좋음,0.02,좋음,0.4,좋음,0.002
893,2021-04-08:10,보통,33.0,좋음,13.0,보통,0.037,좋음,0.022,좋음,0.4,좋음,0.003
894,2021-04-08:09,보통,47.0,보통,22.0,보통,0.032,좋음,0.026,좋음,0.4,좋음,0.003
895,2021-04-08:08,보통,49.0,보통,24.0,좋음,0.029,좋음,0.029,좋음,0.4,좋음,0.003
896,2021-04-08:07,보통,41.0,보통,20.0,좋음,0.02,보통,0.038,좋음,0.4,좋음,0.003
897,2021-04-08:06,보통,35.0,보통,18.0,좋음,0.029,좋음,0.025,좋음,0.4,좋음,0.003
898,2021-04-08:05,보통,35.0,보통,21.0,보통,0.038,좋음,0.019,좋음,0.4,좋음,0.003
899,2021-04-08:04,보통,35.0,보통,17.0,보통,0.04,좋음,0.017,좋음,0.4,좋음,0.003
900,2021-04-08:03,보통,37.0,보통,18.0,보통,0.045,좋음,0.011,좋음,0.4,좋음,0.003
901,2021-04-08:02,보통,38.0,보통,17.0,보통,0.044,좋음,0.013,좋음,0.4,좋음,0.003
902,2021-04-08:01,보통,41.0,보통,16.0,보통,0.042,좋음,0.015,좋음,0.4,좋음,0.003
903,2021-04-07:24,보통,44.0,보통,23.0,보통,0.039,좋음,0.022,좋음,0.4,좋음,0.003
904,2021-04-07:23,보통,48.0,보통,27.0,보통,0.042,좋음,0.023,좋음,0.5,좋음,0.003
905,2021-04-07:22,보통,43.0,보통,24.0,보통,0.049,좋음,0.02,좋음,0.5,좋음,0.003
906,2021-04-07:21,좋음,29.0,좋음,13.0,보통,0.044,좋음,0.025,좋음,0.4,좋음,0.003
907,2021-04-07:20,좋음,24.0,좋음,11.0,보통,0.04,좋음,0.025,좋음,0.3,좋음,0.002
908,2021-04-07:19,좋음,30.0,좋음,14.0,보통,0.045,좋음,0.02,좋음,0.3,좋음,0.003
909,2021-04-07:18,좋음,30.0,좋음,13.0,보통,0.049,좋음,0.017,좋음,0.3,좋음,0.003
910,2021-04-07:17,보통,39.0,보통,18.0,보통,0.049,좋음,0.022,좋음,0.4,좋음,0.003
911,2021-04-07:16,보통,48.0,보통,26.0,보통,0.056,좋음,0.021,좋음,0.4,좋음,0.003
912,2021-04-07:15,보통,53.0,보통,29.0,보통,0.058,좋음,0.021,좋음,0.4,좋음,0.004
913,2021-04-07:14,보통,47.0,보통,26.0,보통,0.049,좋음,0.021,좋음,0.3,좋음,0.004
914,2021-04-07:13,보통,72.0,나쁨,45.0,보통,0.042,좋음,0.026,좋음,0.4,좋음,0.003
915,2021-04-07:12,나쁨,84.0,나쁨,53.0,좋음,0.028,보통,0.049,좋음,0.6,좋음,0.004
916,2021-04-07:11,나쁨,102.0,나쁨,67.0,좋음,0.02,보통,0.057,좋음,0.7,좋음,0.003
917,2021-04-07:10,나쁨,86.0,나쁨,55.0,좋음,0.014,보통,0.059,좋음,0.7,좋음,0.004
918,2021-04-07:09,나쁨,88.0,나쁨,56.0,좋음,0.012,보통,0.057,좋음,0.7,좋음,0.003
919,2021-04-07:08,나쁨,83.0,나쁨,58.0,좋음,0.009,보통,0.047,좋음,0.7,좋음,0.003
920,2021-04-07:07,나쁨,100.0,나쁨,70.0,좋음,0.016,보통,0.039,좋음,0.6,좋음,0.003
921,2021-04-07:06,나쁨,91.0,나쁨,63.0,좋음,0.025,좋음,0.029,좋음,0.6,좋음,0.003
922,2021-04-07:05,보통,79.0,나쁨,52.0,좋음,0.027,보통,0.031,좋음,0.6,좋음,0.002
923,2021-04-07:04,보통,68.0,나쁨,44.0,보통,0.033,좋음,0.027,좋음,0.6,좋음,0.003
924,2021-04-07:03,보통,69.0,나쁨,47.0,보통,0.041,좋음,0.024,좋음,0.5,좋음,0.003
925,2021-04-07:02,보통,61.0,나쁨,38.0,보통,0.045,좋음,0.022,좋음,0.5,좋음,0.003
926,2021-04-07:01,보통,63.0,나쁨,38.0,보통,0.051,좋음,0.02,좋음,0.5,좋음,0.003
927,2021-04-06:24,보통,56.0,보통,33.0,보통,0.048,좋음,0.026,좋음,0.5,좋음,0.003
928,2021-04-06:23,보통,54.0,보통,33.0,보통,0.053,좋음,0.021,좋음,0.4,좋음,0.003
929,2021-04-06:22,보통,49.0,보통,27.0,보통,0.054,좋음,0.018,좋음,0.4,좋음,0.003
930,2021-04-06:21,보통,47.0,보통,29.0,보통,0.045,좋음,0.025,좋음,0.4,좋음,0.003
931,2021-04-06:20,보통,50.0,보통,27.0,보통,0.049,좋음,0.022,좋음,0.4,좋음,0.003
932,2021-04-06:19,보통,58.0,보통,32.0,보통,0.051,좋음,0.024,좋음,0.4,좋음,0.003
933,2021-04-06:18,보통,57.0,보통,33.0,보통,0.063,좋음,0.016,좋음,0.4,좋음,0.003
934,2021-04-06:17,보통,58.0,보통,32.0,보통,0.066,좋음,0.02,좋음,0.4,좋음,0.004
935,2021-04-06:16,보통,47.0,보통,25.0,보통,0.063,좋음,0.017,좋음,0.4,좋음,0.004
936,2021-04-06:15,보통,55.0,보통,31.0,보통,0.06,좋음,0.018,좋음,0.4,좋음,0.004
937,2021-04-06:14,보통,59.0,보통,33.0,보통,0.069,좋음,0.017,좋음,0.4,좋음,0.003
938,2021-04-06:13,보통,53.0,보통,28.0,보통,0.059,좋음,0.018,좋음,0.4,좋음,0.003
939,2021-04-06:12,보통,44.0,보통,21.0,보통,0.036,좋음,0.03,좋음,0.4,좋음,0.003
940,2021-04-06:11,보통,54.0,보통,25.0,좋음,0.021,보통,0.052,좋음,0.5,좋음,0.003
941,2021-04-06:10,보통,46.0,보통,23.0,좋음,0.012,보통,0.056,좋음,0.6,좋음,0.004
942,2021-04-06:09,보통,44.0,보통,21.0,좋음,0.01,보통,0.052,좋음,0.5,좋음,0.003
943,2021-04-06:08,보통,35.0,보통,18.0,좋음,0.009,보통,0.046,좋음,0.5,좋음,0.003
944,2021-04-06:07,보통,34.0,보통,16.0,좋음,0.017,보통,0.036,좋음,0.4,좋음,0.003
945,2021-04-06:06,좋음,28.0,좋음,15.0,좋음,0.025,좋음,0.026,좋음,0.4,좋음,0.003
946,2021-04-06:05,좋음,27.0,좋음,15.0,보통,0.031,좋음,0.017,좋음,0.4,좋음,0.002
947,2021-04-06:04,좋음,26.0,좋음,14.0,좋음,0.028,좋음,0.023,좋음,0.4,좋음,0.002
948,2021-04-06:03,좋음,28.0,좋음,13.0,좋음,0.018,보통,0.035,좋음,0.5,좋음,0.002
949,2021-04-06:02,좋음,24.0,좋음,13.0,좋음,0.026,좋음,0.026,좋음,0.4,좋음,0.003
950,2021-04-06:01,좋음,25.0,좋음,13.0,보통,0.035,좋음,0.02,좋음,0.4,좋음,0.003
951,2021-04-05:24,좋음,21.0,좋음,11.0,보통,0.036,좋음,0.02,좋음,0.4,좋음,0.003
952,2021-04-05:23,좋음,20.0,좋음,9.0,보통,0.038,좋음,0.018,좋음,0.3,좋음,0.003
953,2021-04-05:22,좋음,20.0,좋음,10.0,보통,0.039,좋음,0.015,좋음,0.3,좋음,0.002
954,2021-04-05:21,좋음,23.0,좋음,11.0,보통,0.035,좋음,0.021,좋음,0.4,좋음,0.003
955,2021-04-05:20,좋음,23.0,좋음,11.0,보통,0.039,좋음,0.018,좋음,0.3,좋음,0.002
956,2021-04-05:19,좋음,28.0,좋음,14.0,보통,0.044,좋음,0.017,좋음,0.3,좋음,0.002
957,2021-04-05:18,보통,33.0,보통,16.0,보통,0.043,좋음,0.02,좋음,0.3,좋음,0.002
958,2021-04-05:17,좋음,19.0,좋음,9.0,보통,0.039,좋음,0.026,좋음,0.3,좋음,0.003
959,2021-04-05:16,좋음,17.0,좋음,9.0,보통,0.041,좋음,0.02,좋음,0.3,좋음,0.002
960,2021-04-05:15,좋음,19.0,좋음,10.0,보통,0.039,좋음,0.02,좋음,0.3,좋음,0.002
961,2021-04-05:14,좋음,19.0,좋음,12.0,보통,0.039,좋음,0.017,좋음,0.3,좋음,0.003
962,2021-04-05:13,좋음,19.0,좋음,11.0,보통,0.039,좋음,0.014,좋음,0.3,좋음,0.002
